cyclostationary_mean_tg_3,cyclostationary_mean_rr_8w_0,cyclostationary_mean_rr_1w_0
0.723001496938004,1.8149003960661168,1.002579183001745
1.550126592436975,3.486900652145609,1.976372331975964
0.0897082374729638,2.1765530581584507,1.351690159574157
1.3034096608867336,2.160371647440305,0.4655196818573963
0.5818935411649636,1.58580357354462,0.40568984887259
1.8290814036694236,1.5353431752559368,0.1847799534121377
1.7277321830973316,1.2186572120054076,0.18864132833198552
0.2475720803157292,1.0711938756695203,-0.13624163141281584
0.1092247834828274,1.3952806252791945,1.1531264047976437
1.4903645220825703,1.5110755128754725,1.928603671420264
1.76495856100833,0.9708083704216833,0.9477671256419044
0.5275330354781791,1.3513013197055825,0.9484750932261589
0.4485161939267634,1.2993308210572379,1.331060416796994
-0.6063926140082394,1.27993444132247,0.29328806978937744
-0.9963963070907781,1.2056195768017948,-0.010545636541944785
0.6266234264930411,1.1692319717118231,-0.07455642472660304
0.9802550424012629,0.9483818340020537,-0.8100137331780948
0.02542897916240401,0.453934129980232,-0.6483770687399671
0.5707146577353283,-0.04565022157831913,-0.5726898707487975
0.5190466302877339,-0.19225588918884193,-0.7282010429516965
-0.3599653289235626,-0.21640610363990406,0.55687012182709
-0.5741543295221002,-0.2570305976215358,1.2275370208725074
0.14735315785087766,-0.053629839431225464,0.6710758264533351
0.33193563413128785,-0.23043589205710885,0.01859244968466087
0.22389586769063927,-0.01954848706070592,-0.012162102479290515
-0.941011081607927,0.5405479297532518,1.1031418613923214
0.6073249147351938,0.6139073768698137,0.9078938847240793
0.9611770058383037,0.79722737926535,0.08380254571304029
0.20328663002287148,0.886845040901229,0.002049293815768241
0.9111947957079825,0.5284243906403743,-0.15317501808087353
0.320666067900773,0.7295293538738086,0.7123891422883918
-0.42729368941540186,0.6182929427850495,0.864011924982764
-1.0212112935408737,0.6563353305123131,-0.12445246124319823
-0.8566422603396286,0.7877967772207364,0.4172561447880172
-0.03981283715581614,0.24438097658800073,0.08697359415780367
1.4309640560496584,0.23488567298125765,-0.45102566732039406
1.1234760304402338,0.11929363840377243,-0.2450806781715812
1.2454260094370413,0.49776709015311305,0.5922413525983404
0.24808747372157702,0.10251294766943898,-0.23039285118685396
-0.46521973550021195,-0.37882133398026313,-1.432841238379957
-0.2768966562176129,-0.6671842551419537,-1.0585186697612057
-0.842204102244104,-0.706825569406197,-0.969342198012517
-0.46935837582356305,-1.4043271657741387,-1.3705067957792274
-1.368660378149199,-1.3516587169268073,-1.4925549810107104
-1.7550455328629055,-1.5565054306859742,-0.8402439469667262
-0.8946940716969614,-1.5563002048892898,-0.7461254790530646
-1.2251903917417797,-2.0835070310147508,-0.7014731150097295
-0.5952090217105649,-1.7315426001774163,-0.6657960245096846
-0.5472222100937555,-1.6397229013390195,-0.365128987835074
0.9511197780295035,-1.4341738086279145,-0.35044030200224263
0.7463300293474627,-0.9564294970383945,0.6845075619891176
1.3796833426532056,-0.2955101800332996,1.3628374328039583
0.7044026319466261,-0.2170125113539343,0.3200798423903265
0.4734740737753569,0.11410805511915499,0.22581204923371645
1.0810425630702687,0.22569652590296482,0.35583567298914887
1.0300241400481687,0.3162647548034561,-0.18817186667686114
0.14633946835250022,0.3464750439077398,-0.3012652853746088
0.4977295328908821,0.24893944569791496,-0.4766666916955823
-1.250408120971417,0.6159124918488765,0.30262235263380727
-0.7099966965652219,0.15252842734030517,0.43330336362935634
0.20333497132657588,-0.3645756955814367,-1.0050427364676036
-0.8050428524804463,0.8324261181354253,2.007190061028136
-0.2914176642789376,0.952603281852602,3.3910169312325924
0.7031906990892479,0.9524400402987545,0.6117660527723842
-0.06373517678155888,1.3324733886727982,0.7641527286697306
0.06376907388595844,1.7513234817631196,1.6789872006687383
0.07181298557759551,1.7744546723812895,0.6291279182032877
1.950537788797128,1.4493571601666535,-0.4031788282798529
-0.4559488631514137,1.643463512028321,0.16840071512590116
-0.09591627252770202,1.9555692379573413,0.2673192505823626
-0.9318241702737627,1.43292048774503,1.478125434950334
-0.28658272502207804,1.0121913990194993,1.08836840992808
-0.35122404382688605,1.1320662218030113,-0.07806950777622514
-1.33441752243976,1.5355810202120443,2.0698560480808883
-0.06341015804056531,0.9859198319372822,1.2658997851624028
-0.44370948500162477,1.1600383398236764,-0.3360058530046253
0.03955601482398122,1.4109519465117006,0.6506236213869562
-0.053267351933894334,1.2794111831308512,0.4344498229043648
0.3208214469637627,1.0336356587020232,-0.7073733205108588
-1.2475808687620211,0.6102540039380627,-0.1807932611274291
-0.6134430969960474,0.5894730113612547,0.004586452314114874
0.38695423909235294,0.6371297908609674,-0.04868178776719704
0.7978849275095192,0.13081699674328043,0.9605844961167066
0.2984881989847669,-0.024257614957672157,-0.29252250466457536
-0.34214346151605535,-0.42336194922427023,-1.6624439318605013
-0.22810930574797003,0.20063598472644448,1.306264301476725
1.600723502577769,1.4912586809998631,5.271112277313899
2.349484400408762,3.3719490271565458,7.14419251006449
1.412361344037989,3.153482603670791,3.9055855688144416
0.08891092432727737,3.2675588960435125,-0.25500891337937437
1.7034694097534138,3.0747474452707233,-0.2460811514198654
2.1585600683749595,3.092794768286065,0.4663241072907949
0.17857997469792888,3.360914070083179,0.343644758306394
-0.24031102153706305,3.6119446730661156,-0.43469940551182934
0.0547300351033277,2.7892308272278568,-0.20065207953438496
-0.45549132687676064,1.4552032494323286,-0.14133433070909593
-0.742413953106783,-0.324724361660104,-0.5536526868736824
-1.1389450108251558,-0.3728235223797419,-0.5835071636715192
-0.9287656396289741,-0.4210454346523024,-0.4953275864326291
0.49770315160850864,-0.5602155879470433,-0.7039556074158501
1.015243963516144,-0.908377961661854,-0.7432949924204744
-0.9886140740393479,-0.969402764619621,-0.6896165762086985
0.2650601403064907,-1.0216561435025988,-0.7237880324444689
-1.6316167251282037,-1.119719638122538,-0.562491973348041
-1.012710169864198,-1.1060025556963018,-0.37357760150360925
0.4553229257613214,-1.1683072958328329,-0.7023869259339971
0.6363755037597087,-1.212081082406562,-0.8019120538277964
2.159892084488837,-1.3723401493104637,-0.929884766708494
0.06382261934836575,-1.3441764723539105,-0.9677268361691472
-0.06136413064845992,-1.2695123915925657,-0.4334394577950483
1.3382862942598044,-1.139356878571052,-0.1411458695265869
2.215890436568305,-1.2808477558029943,-0.7285544570106017
1.8315033381582446,-1.2821385608545568,-0.9238804074258203
1.2631437297812793,-1.2964396522654054,-0.39678149945981295
-0.3966284155697508,-0.8022592947501515,0.5304740542051369
0.9665761639673929,-1.0195714471554727,-0.166804909788692
1.11564148322765,-0.7788785885364291,-0.9561201015727978
0.6593857972188301,-0.405730902351817,0.5202943872633364
1.473469486615609,-0.6060653668759859,-0.07610965209277644
2.6190860280325845,-0.866108374273622,-1.3513923069288978
1.2489209541618187,-0.6132084561861455,-0.7524743655104225
1.3454470993854555,-0.389128163705675,0.26781226237658934
-0.2993457979555733,-0.5106961601484173,-0.15391595911367986
0.20894189886307443,-0.8798888393876393,-0.7387709315592488
0.9407544668183601,-0.6617417892073912,-0.5532612786625928
-0.20649651507308778,-0.8187644043406418,-0.7938589030420828
0.10150272633872957,-0.7151445936128598,0.3845459666563923
0.040594936463250526,-0.5663889724443837,0.5949148804925861
-1.6100315881982348,-0.14588591754163027,0.07276599549398097
-1.6850412483599186,0.1980789302523482,1.1147432479891717
-0.2653939828405086,0.09689377186197602,0.8106603813946277
-0.02928179253052956,0.2149150633566708,-0.15570190554098795
1.6662909109584214,0.4416455445814138,0.08221773909061932
1.7134582636153939,0.6367829692210103,0.4131822169479765
0.6365055964577829,0.7002516525782133,-0.19345894666798638
0.575789588463755,0.19630009506801507,-0.7275239169585561
-0.35320479179228836,0.5063145574839193,0.08061109033419929
0.18939684667655401,0.5757166426654144,1.0002048332459426
0.3149007650554627,0.2744342185407014,0.5654600134962542
0.9841659672262808,0.3260984100690132,0.27103789599405487
-0.7227341414441667,0.23190152953139956,-0.20885575043810614
0.3796721224856851,-0.012579548699457993,-0.7099739091999676
0.65513885703115,-0.2579674376114888,-0.7134056858469149
-0.6961396904193355,0.26841488049647516,0.5283820694731077
-2.1505582425919494,0.37618892517407493,0.8171006211934998
-1.817213006185549,0.11419332010913975,-0.30955767459830014
-0.9385729475884926,0.03979267332376976,0.1867608707659355
0.36711194904062233,0.06887436150163778,0.4312826515517135
-0.48002672573012634,-0.13395165672475737,-0.2210983179984045
-0.24910036148909634,0.03521895567750814,-0.3025787374527958
-1.2717393904254968,0.08733120463433516,-0.15070679150924526
-0.33101464978862605,0.12075422990796615,-0.5104975196142884
-0.8955229663538046,-0.048115160619648274,0.12802742954536825
-1.6931257371173387,0.35452334445337186,1.3567140974193108
0.08094705630273259,0.09544727799448838,0.07011845649670605
-0.8593060203493565,-0.18124910864210828,-1.1190327480224393
-0.3209708422640436,-0.326004310271349,-0.5802602548018522
0.04815373808266146,-0.3355011368382467,-0.5885413218391667
-1.3955459694832384,-0.25509214962886095,-0.12760292176328433
-0.10224585614828346,-0.3763888198547876,-0.2510490921235694
0.11944683765495773,-0.39778886773488814,-0.8674872274538957
-1.015851028028803,-0.554711521926968,-0.22274587281979788
0.8130614357421909,-1.0554632029956243,-0.20472217157792602
-0.42547189154784915,-0.7066007154942887,-0.3407670054922574
0.5250809392985887,-0.46673602905817846,0.2888184534722231
0.26968788072824673,-0.5248225229257026,-0.18424592170644183
-0.039407716746853255,-0.37565058632951465,-0.36415668947913454
0.2569409677110066,-0.5999710226401651,-0.31247747493385486
0.883349667671807,-0.6473768778142619,-0.9374569207436512
0.29063727032828923,-0.345627330356611,-0.24236561797615758
0.5683562104000702,-0.5971695496060516,-0.10775430514149215
0.6626733732703264,-0.6292402469186252,-0.9109016420331043
2.209563613669737,-0.5637475783987476,-0.2367572812877763
-0.427355622896638,-0.5854819582233387,0.43657349956348146
1.4471053879767661,-0.18797242272060866,0.7879168064232198
2.185242663392465,0.23939024330134479,1.6960090610103675
0.13349472792097658,0.3625327339497442,1.0325885294207666
-0.35954281202579946,0.3094569162599986,-0.7633805065766298
-0.26084361544171736,-0.2989812656238585,-1.8663363073340034
1.6238571966075173,0.24221541185179338,-0.3275071364485
1.093442371640128,0.2382340502510706,0.3753770266826477
0.6277313975078334,0.1773668014473815,-0.39454376594212126
0.7287767227107627,-0.036126768468160333,-0.26010438303880384
0.2715547486286855,-0.3862209146464827,-0.6444990686891472
0.15573220084282868,-1.0034367026587832,-0.7325484908407596
0.02870544517535671,-0.9338189577811099,-0.2851294831902233
-1.1699662204873633,-0.818085049858536,-0.2528252428061783
-0.45734027434803776,-0.44662761424077435,-0.6439849382235457
0.0456621301389638,-0.9587006541830607,-0.6090633512650757
-1.1181480927409402,-0.8140948439308731,-0.487787911976367
-2.501769256141271,-0.9163131270971533,-0.30891530119251615
-1.3036147646326077,-0.9997991144841489,-0.7215023146718149
0.5368602211891711,-1.0217926253779093,-0.8910457566056409
0.8325980629195445,-0.8584077218794881,-0.3854353715024482
0.2098293607245307,-0.8987290118792086,-0.02395000260142335
-0.801812639183192,-0.5979712633955143,0.3293248172052144
-0.6258889440218384,-0.29682197021873835,0.817920203146434
-0.030557961207933235,-0.19683365403734393,0.36144632029738843
1.222319319730199,-0.36244670358275755,-0.6482490860509862
-0.8209832865101109,-0.3873387144341541,-0.7518069941776864
-0.5475636031870313,0.06299636585488731,0.36532490194590644
1.4548766505009711,-0.053503901817511655,-0.04787078067293121
0.31657071272988246,-0.23965422913097054,-1.1303791054474397
-0.8864642420701595,-0.5014126858631399,-1.134221106063305
1.3825612076995635,-0.8549100724209804,-1.2025152698155372
0.7515804042611396,-0.9492519198940428,-0.26640768617334354
-1.46781057371017,-0.7240441026789081,0.7014774405270464
0.3106572841327331,-0.5941103227851293,0.23058316189538403
-0.17770145862425007,-0.6521704597194711,-0.5789278206003807
0.4902932582813531,-0.8702510120766991,-0.35026152004156846
-1.6551941807156931,-0.8450765736734828,-0.5520834067818013
-0.9766679345078731,-0.7778923240499146,-0.9065929493792798
-1.6404607144472607,-0.006604961232909157,0.9735131490312106
0.49033425147483184,0.052040718789983266,0.8742472570706592
-0.5181932370979109,0.41660800842993523,0.7188290625340206
-0.25423361672964134,0.20335533221477745,1.0125984362529914
0.06699117813710055,0.12039740458057095,-0.523604733022725
-1.0232425830747593,0.9525247379851666,1.2728654946640812
-0.9455689123872468,0.8836953920611559,1.5287940693878024
-0.9255973465791493,1.0419441914434833,-0.33498902398790736
0.8324750885358586,0.8097013799138519,-1.0691086075423304
0.6627150774951089,0.22216874278821147,-1.093183827995989
0.21463838853435516,0.11061182925952341,-0.885896484144868
-0.8836238822533328,-0.6675159125521735,-1.4384904279151196
-2.675474854128136,-0.7382570301135852,-1.0392530899161534
-1.891042588331919,-0.6526713477519274,-0.46485711414515835
-0.7979175496335936,-1.4137328447575999,-0.37069679412861484
-0.4072066332290218,-1.4108161622575164,-0.3001013879876954
-1.4995099798620253,-1.3598917285147352,-0.1840539942175115
-0.9427120389067224,-1.172067742793634,-0.4962267087295039
-1.242774538887563,-1.1720808327364343,-0.6089958314539036
-1.3662122376483865,-0.9824522650209319,-0.3890211337683029
-0.4605748433618512,-0.502582993400932,0.1980929138833588
-1.237001170127608,-0.5035744272826025,0.1332332285129777
-0.5710700947912518,-0.14724049949206774,0.4190639910935647
0.08671146614001794,0.09518715627858185,1.0610046248515175
-0.9475171771900741,0.058106872435345645,0.19171642765779767
-0.8616729589882172,-0.018734377211496647,-0.401115734092634
-1.291552856569828,0.050738586311574234,-0.49006664518551735
0.40615469984707425,0.1105251882423328,-0.289164427610136
-0.37561594996778125,0.12508494078695848,-0.18997270560632934
-0.7161472513081585,-0.03690476299950753,-0.1284826131209209
0.591575581059542,-0.14173547840389625,-0.49775097859420225
-0.4566079407450508,-0.5886682637073667,-0.9515715299517846
-0.5956700198022584,-0.9239463516513889,-0.8210618750509873
0.7038486832742692,-0.8732595737499351,-0.4564250652683455
0.38662112885517586,-1.0538575559642507,-0.7454609903772939
-1.1936369598963545,-1.1511218635788245,-1.1880433881896593
-1.1251150984222567,-1.4812804972510962,-1.370885116928767
-0.026720980792398374,-1.6258080156874344,-1.4016693083448792
0.6597889532147737,-1.5912810196541403,-0.42552768841014105
0.43093458407680013,-1.3482274914317076,0.17245737824027269
0.11352597417667583,-1.0891469632767707,0.272033761291267
0.7904066235258281,-1.2226437620557455,-0.5845797822257524
1.0196489577532342,-1.0851964791454687,-0.50395654673762
-0.5390122821855177,-0.7206868133411957,0.5112736962850755
-1.5283701064612176,-0.529143698943631,0.21093619338289843
-1.205559662246205,0.041691500690123263,0.5439379489695431
-1.4778240782786183,0.18557656883213725,0.39096377951741634
-0.21972202379036873,-0.09659458454763002,-0.7457998843618279
-0.3755298714144658,0.29774491775044987,0.4193869683469018
0.44210771748139427,0.36811465782957914,1.3887345687603359
0.6549859871629814,0.6607758287862985,0.3456289070607159
0.18192297930879542,0.6033013096855981,0.08973341751622413
0.07582328627867817,0.4032150620921444,-0.14399333133590536
0.7230783130578964,0.4809464964852848,-0.117394396664677
0.5041696155100076,-0.11510194904217828,-0.7373154558564188
-1.7077013651067587,-0.49432844808169024,-2.003600246147233
0.010666251524309318,-0.36837356942245164,-1.4001313904870842
1.3464021447559094,-0.863332671103652,-0.46835753645613715
1.1834705758328072,-1.5051463863155272,-1.3773232211513358
1.915292585417955,-1.0247121188011081,-0.058983865837653485
0.7730136832028601,-1.163967005922534,0.9126220544042363
-0.26903502584255334,-1.096041055943816,-0.360588469004411
1.2595230637954935,-1.2242351179474953,-0.25646810405442017
2.0694443674143264,-1.0146539379499622,-0.5248719349208982
2.414273671606444,-0.6142042725249894,-0.4909954795650579
1.1973274139949073,-0.2744347587453556,0.47996083013784074
-0.42294608082046453,-0.28756943602827206,0.3678228399798392
1.1148315419736412,0.15373428248023552,-0.3055115610174708
1.2350723493694054,-0.3937334253250054,-0.30033335764649927
1.7287327273870554,-0.2998191291017702,-0.16841986073752485
1.9386890986687497,-0.318734540118696,-0.12646789466902877
0.41299333912468444,-0.37555704965433545,-0.44585390265149333
-1.617119122995838,0.07633540312759333,0.39956776906688646
-0.7267627233403158,0.08701310469700163,0.5936647720840831
0.7676380425256795,-0.3251138042058299,-0.5410983878802608
2.033402234125719,-0.47908969915695104,-1.0530299845792659
2.189315774720717,-0.6876248043204675,-1.212954866574263
-0.1022432017997126,-0.4706573614505895,-0.2976372379704897
1.1106206059367263,-0.6623208301704625,-0.15151429704962424
-0.04818336372098302,-0.7741339181209096,-0.881442494845332
0.256849557547269,-0.3712996748657519,0.3324702122542128
-1.421276063479903,-0.40960288256280003,1.36730710593678
0.16511609946183878,-0.1009267942443537,1.2987986939243497
0.023830643104703772,0.15695171223487933,0.875890122196721
-1.1728815958065977,0.34012204608599605,0.059793077430830364
-1.0623517196674213,0.7176350338027773,0.23854111422984872
-0.628704314898876,0.40687975286386496,-0.06415651081179727
0.5967782942431614,0.45272679961996504,-0.8092321937697498
-0.1649581059168872,0.4362231524410036,-0.864230285272414
-1.1154937537652865,0.45005345721539436,0.2592547574608227
-0.20530237002848348,0.06243859576599948,0.43594748509617925
-2.0168159236416483,0.024359810965904248,0.23515439195643217
-0.07489035658885836,-0.018676815967384127,0.6512198208852905
-1.3140974880261505,-0.1258837044559555,-0.3043465596069062
0.5722566463208885,-0.30628946683364916,-0.5277356407398938
-0.9914407801698271,0.04533153667298676,0.30826770827487204
-0.8493573384579336,0.1511936502729794,0.34016163946078404
-0.2697351050394244,0.1626303918888111,-0.5544608428794576
-1.296304086149933,-0.2522651312677728,-0.7396284833823933
-1.2773628671967776,-0.27154247865123715,-0.6788852049016431
-0.5874900932728012,-0.7693694344324058,-1.0495734650850579
-0.07836602523421411,-0.9922054813614106,-1.0968227257380765
-2.095459398530477,-1.1035957652286486,-1.128882512301966
0.34091238751646596,-0.32159929727559783,1.1133876178739543
-0.17716834964515515,-0.9170850075488705,0.7743661129015221
-0.4829908595100074,-1.0173635701859995,-1.3641052987579714
-0.9193513394389121,-0.8765142991767214,-0.4559506423553726
-0.976811821689716,-0.8810384142465839,-0.4136988077515238
-0.5347738818688043,-0.6670007911193767,-0.169859537959842
1.4561454818539914,0.04447297510584766,1.2217070230792735
1.1679417618340597,0.19777978788045258,0.9996614377776192
1.5097009107478512,0.31597593688454323,-0.47785408402047735
0.9258721009515825,-0.3082380147119992,-0.1305129045288242
-0.31526240268959294,0.029414530123672133,0.05085884895636615
-0.08114793258341206,0.05161322567081843,-0.4953275864326291
1.5639268816424392,-0.0831509717346443,-0.7127217361057456
-0.36653007067468746,0.09002127350596885,-0.2714746591836797
0.26482151402344906,-0.04993130072043721,-0.03204838339151879
-1.522103675995684,-0.5498474756144301,-0.28264038114233314
0.21312038235402841,-0.6238687687100531,-0.34725525356701187
-1.119403217877008,-0.2313729744202714,0.3852854767418139
-1.4025152026493894,0.046241944497747475,1.5888574337635044
-0.8532654349145805,-0.08835411972203422,0.43533910214226634
-0.22976443798284735,-0.30989588996554607,-1.3369430609626636
0.335638294459093,-0.3038239866760191,-1.2424633920416197
-1.2344158432041963,0.3929330251548891,1.4297687846642742
-0.12941544058365426,0.6683421987386052,2.336118055350799
-1.1981202769464299,0.9931763728779782,1.1280578024184975
-2.3722082333222945,1.385872277369706,1.3271383179181735
-0.6611906096804926,1.1872276799630237,0.7629184532574276
0.5800368488052839,0.8459404553792176,0.1706393483190502
-0.21157879331367238,1.1406986977949811,0.29840202059333043
-0.7435315589212085,1.8369652788733744,1.1565506321103114
-1.074189023405686,1.9170419941567651,0.7248098006666133
0.3737443654734447,1.2506222396889073,0.00488108339510913
0.29831842098081807,0.9763855388614953,0.027437786880613647
-0.7646007199640942,0.7841145527216402,0.02801199937810239
-0.3556871520118826,0.202577441554975,-0.5419265811548682
0.6617832301927963,0.17330815744767888,-0.7281699783917835
0.6861462997842632,0.13421027488207807,0.05499785199406948
-1.3239499533764791,0.24599483094247646,0.5031768417929045
-1.306468131594909,-0.37562431214232517,-0.16269747487383526
-1.1804893717366705,-0.3638294926486225,-0.8205130213157256
0.5787736455596508,-0.5632659421258168,-0.4495584576996425
0.9761710105759485,-0.768049261387377,-0.981128173118298
0.6011809637688111,-0.5306652453657265,0.13793500052277574
0.4654936404617904,0.32987426737887826,2.226504507214632
0.582064138320359,0.42992934605839733,1.63432240514415
0.12284432981017351,0.3379102638680311,0.0544770248296071
-1.9212209966143199,0.4413100292563596,0.5322574440707362
-0.7748208525947771,0.6244377746909011,0.5418704940317783
1.2319622519564744,1.3488119633044933,1.3988958941054626
0.44949766989197804,1.4633415696818555,1.5837719178590488
-1.0210663271720648,1.6619003235981409,-0.20481573307686635
-2.0131912666348475,1.1937618975510846,-0.5852529778849191
-1.5864656736378036,0.6074696819243791,-0.4607118323624892
-0.026605980220952376,0.7442954526962378,0.5399434741696439
-0.621882623416237,0.994347730098784,0.9973143947439153
1.0445514737843773,1.2969315984808936,1.8814328067416515
-0.4467739159400815,1.3243778398494772,1.3971378877338756
-0.6665862228148552,0.5717282120120275,-0.37314521836423
0.19079703852300847,0.7732892268692193,0.22279436109932801
-0.638416533890026,0.7489137666638936,0.23015767428644385
-0.5719485103530787,0.7576894444847988,-0.6126635558147517
-0.370033793745094,1.0813370312728487,0.3749510736784489
0.6526213542987269,0.7268170925483622,0.43890109397700255
1.0686860651043322,0.5032622822147579,-0.4549999395562985
-0.2115370363881163,-0.020321023309291267,-0.01800817392015466
-1.2811348377714424,0.5951507121524329,1.4794419854612029
-0.00630301892938643,0.5212808214494535,0.8865834922551813
0.2908347538330937,0.05383180473527435,-1.1131115225523491
2.007061180193831,-0.08537496158900088,-1.2870763521726445
-0.34748756265935615,-0.21301004792425104,-1.298579282646702
-0.21102052721831654,-0.3327049479414799,-0.2071561488836112
0.4501153760928126,-0.3653744090667211,0.1150466403036256
-1.9923934490817516,-0.21515726466213386,-0.1640681550942491
0.12299238696497414,-0.3489691218873668,0.02038388300457489
-0.8304591597080375,-0.9479637198849578,-0.2735009433271015
-0.19491008483680303,-0.4627916082660505,0.6517460781805916
0.12200513402715475,-0.24019990014000003,0.6548045537065301
0.0762636681153301,-0.042980788135468434,-0.23683226106302252
0.372707022700436,0.1530224673913758,-0.3182595047054865
1.2775029810456349,-0.2465731710021413,-0.7440858797129274
1.050544386309195,-0.3190343945485227,-1.1019151011842785
0.4474254518698341,-0.4879103548174669,-0.7266721112396964
0.28169122111866113,-0.5386013743704606,-0.4900269808010651
0.4702785478506243,-0.33411487435513165,0.07470513924151004
1.1376099876972108,-0.8663996073300466,-0.19125496606515097
1.2632807971912776,-0.9390771412840457,-0.8689495198933962
-0.8991864247963697,-0.896188285356103,-0.3001285599495412
-1.5186436252977955,-0.8612212921435337,-0.08233780512430303
-0.4488131100456476,-0.8892754525466423,-0.7026204993474291
-0.5913498273193221,-0.6081515324926362,-0.47219706072242545
0.6293594785259821,-0.827303782380251,-0.6052458849317062
1.2178548549940975,-0.8964045666832802,-1.209534063841085
0.535153040090571,-0.5740621870067121,0.8274418308801011
0.2701769213445694,-0.3629376399278371,1.2407158308827926
-1.4226528891904813,-0.290838252448968,-0.15766911599545724
-0.7482544988573607,-0.16135164497001422,0.2089177397671019
