cyclostationary_mean_tg_1,cyclostationary_mean_rr_8w_1,cyclostationary_mean_rr_4w_0,cyclostationary_mean_tg_5,cyclostationary_mean_rr_4w_1
-0.4026034394687105,0.2456370270488141,0.6314908416077213,-0.7870217956218655,1.0934883557444024
0.7343833741241056,1.3098172765690175,1.0630085447312465,0.26202231579649027,1.4610172434260644
-0.8063967346700034,0.5440836928443818,0.6317800859410259,-1.3330741102890238,0.8776839732144738
0.40348881462150266,0.5878022779647731,0.6200986101093904,0.2616896374929248,0.8848399148857292
-0.508437766188164,0.44565660275219754,0.37159347496369755,-1.3574859004081485,0.5539209356723716
1.5550492568888723,0.26410287635122126,0.23449566995376941,1.6014994638445672,0.32569340735246705
1.8230690064693853,0.15353994704180424,-0.15379394195610815,1.6047972922000033,-0.15012410016760477
-0.6371236002420756,0.013349802030601888,-0.16994701896369377,-1.3841384533401087,-0.09029984719812488
-0.044648516843171136,0.4570296406690982,0.06607900494081864,0.2798178033019822,0.14273019227277042
1.0748360373359802,0.8268352033713416,0.5280139042318819,0.6042477776423477,0.7151939407350991
1.3662677304889685,0.8538401892706647,0.4614164903999023,1.3618299109901373,0.6434734570057594
0.1446327520451216,0.9849804195005479,0.7187422742425674,0.13234438831303552,1.008164409879141
0.1637577982093148,1.2106007536543466,0.7139430900519013,-0.17789307780188174,0.9236573368640624
-0.8079630820368846,0.9957613315940492,-0.026643964383951533,-1.231553908253109,0.13069742806738904
-1.5393965928080129,1.0198072127173443,-0.7176982974381061,-1.7151775265770923,-0.6431405459487988
-0.3538661962236146,2.1205306108722577,-0.2487947756097405,-0.3113076711954471,-0.48849751931225543
0.6724661567961244,2.0707013847312292,-0.8049402959663008,0.757738918722664,-1.1422666407752708
-0.47234367644442504,1.573656856863255,-0.8069188446316353,-0.20898659415211313,-1.1703204094355208
0.45502147156416994,0.8107395316383834,-0.8192303479331066,0.7258539745407278,-0.9705243527167453
0.2090460694377668,0.3509197877595749,-0.7494734008272637,0.23135326646040105,-0.9105691666619511
-1.1255519189838936,0.5146019079054479,-1.0309014754667623,-0.8742640483308066,-1.0432287376154596
-1.2010914925353822,0.37203469563419156,-0.4695680433580042,-1.252338387003468,-0.7468427248888552
-0.27520477070591853,0.6323091378358202,-0.2756694849214806,0.049688747644846536,-0.5095975571530581
-0.2249866232377163,0.6601593994578172,0.13342544252324418,0.11089914016167546,-0.3212001871524398
-0.5916558978254118,-0.07781390859312394,0.7594780798325486,-0.37463580275170316,0.0036854902010357185
-1.5855115100113886,0.20014365183145147,0.8382381048183776,-1.3224502383410144,0.20174767407587865
0.5081905310822694,0.11544888910042496,0.4554406432129786,0.541402760268012,0.19609212049683078
0.24814733451271356,0.3792944360439571,0.1849118989226705,0.13850612868517545,-0.08017010928034224
-0.22071936484208637,0.5249827568734718,0.010876805941934665,-0.052792548770231436,-0.22567092594473342
0.13211390228156628,0.32787576085365655,-0.5086993646202916,-0.018110084396872145,-0.5075527552316449
0.2771099271010461,0.09509336573834472,-0.4559557145758209,0.580005705938964,-0.1893293094203789
-0.7029442640608495,-0.011734220432696556,-0.40663559777657066,-1.0393565478611155,-0.2299768900810615
-1.2488115385900467,-0.10959203733338106,-0.46425129244178037,-1.7101561486853183,-0.2578918503234969
-1.5484364573333476,-0.044782836102238856,0.17300220970173621,-1.5579840457546992,0.4479037970292267
-0.031579171939084785,-0.2889596904620063,0.020506289630157517,0.027502169687218834,0.312573202143138
0.9682326572228893,-0.08977704240147455,-0.08420212561850712,0.8035614070953223,-0.023891369793401545
1.3137931404011183,-0.06960413760788836,-0.026278909433406404,1.7614957254686634,0.00816298881730269
0.7891447572576794,0.2312254576448929,0.8025859627271875,0.4233493014643273,0.7080883981880629
0.3300602662252277,-0.4331770315467291,-0.514884066923181,0.7124772194378169,-0.7613473293174791
-0.5236572726043811,-0.4014334948827719,-0.3537457063886137,-0.35800470893821595,-0.5789163415092176
-0.1835671108530189,-0.47065791214838437,-0.8689395891090074,0.4397562107827489,-1.1129614650170923
-1.0008692136942163,-0.40145147661628805,-0.9343527067780275,-0.9399766739615387,-1.2281174312603365
0.10763574963599858,-1.1559661669970878,-2.208213126512355,0.799099192585337,-2.477433805133749
-1.2331098101470244,-1.2277217950191703,-1.5874144024776344,-0.157059099209293,-1.7963885337291432
-2.273682082779904,-1.6213496241952634,-1.7681083905083592,-1.541926500352406,-1.9783390488560746
-0.8531558366350019,-1.5301974379976055,-1.5071856389551104,-0.7854314731662781,-1.6943130002636484
-0.872649428048849,-1.9607602218194187,-1.4889783045284035,-0.08605664254254103,-1.67036551476402
-0.27717969672325615,-1.4737163097915882,-0.971445947493085,0.37310073727976545,-1.109143956905094
-0.8455807251884396,-1.480318738839456,-0.6518333268802199,-0.14034619571721074,-0.7283230919864692
1.339010132974145,-1.3400927116199834,-0.3601720733537967,2.017519941747993,-0.37818714633932504
0.5456506389499588,-1.0210136669682708,0.5276854392020317,1.1118846638010766,0.6276786115872354
1.3397871348457708,-0.35533433224086275,1.4787060346424028,1.3180703055946879,1.3786647188730803
0.614312840600852,-0.014667534864164023,1.5077370810941284,0.09723682977891424,1.421662283052459
0.2837595787575887,0.5297176697683138,1.481705027855959,0.25368592463913814,1.240571335610024
1.2624347020061433,0.7219791632027011,1.747530675451583,1.2400717305512652,1.4405814381787374
0.8753638376334258,0.9565568484831829,0.745252964795362,0.667021354937249,0.33280379080010886
0.21913939901207521,1.0547100973001018,-0.19885164284862078,-0.4693666070786842,-0.3379712907847968
-0.08641313208054058,1.084807227150642,-0.2514730613947734,0.13968648109625553,-0.3953570382972621
-1.5882654480352452,1.230455468872764,-9.054228848016712e-05,-0.8491339357426948,0.017255172672080547
-0.7489518070373091,0.7336355512834541,-0.5774431574565356,-0.6362297002073759,-0.5014648878630582
0.09700149324899433,-0.016038689183201546,-1.090640500234921,-0.18615880460809953,-0.9105536143891163
-1.7171979773313748,0.5781046941187523,0.515850299819865,-1.5038694436492284,0.5902861863322589
-0.8064196823625954,1.1991882705739927,1.6088651281223887,-0.4503071379150775,1.7012732886693311
0.3346742552873865,1.3216641699614657,1.4563033916204358,0.5498216919486834,1.316088008767449
-0.7494388825592022,0.9733037201135283,1.8455951277152625,-0.5771445235780639,1.5974693541022664
-0.5728645320545537,1.6842212148009823,3.52120149343067,-0.25884479161379464,2.792854473773862
-0.09969775575047035,1.430748223955478,1.7855003887411194,0.07283379696808735,1.2265227590424013
1.4074334197167364,1.2497379001821172,0.7536506314939047,1.4353252571844286,0.2259130965077219
-1.046169445699407,1.5291592031129613,0.5964494176813734,-0.7805830670588059,0.17089153779752825
-0.7847288705294193,2.0858143987158417,0.7669174340798738,-0.5823433567212671,0.33370287309526186
-1.0352096939459883,1.6944171553560232,0.6357773561072813,-0.7812354216541448,0.5489359259297172
-0.41370475545544066,0.7489640293991404,0.7963943405700064,-0.1826563343472059,0.686768268184079
-0.6058963249692508,0.7238333477003235,0.9715553152285857,-0.4077194720757975,0.7592803232056737
-1.7038855251497853,1.655482941122586,1.9912513391996602,-1.698070099705203,1.75658447084698
-0.07192378694133632,0.8785390040305078,1.446711404254605,-0.09944585311460363,1.3879273995555652
-0.6880890132012699,1.5719111960212173,1.1478175551570953,-0.4616796874527943,0.9782913176967305
-0.5004387383450518,2.014123414846505,1.6409733268650555,-0.42739291174553007,1.3769938047990602
-0.8941921398356104,2.2117816013348808,1.8417617528349852,-0.7927649677175919,1.5176913154855771
-0.15927872654906844,1.9621302543513934,0.47027917426658855,0.14124896166947157,0.22993771852331835
-1.465387030599587,1.665055030845708,0.9051208956397465,-1.822435423996155,0.7240189806408067
-0.6744339712224517,1.6670022009409378,0.30268305380102933,-0.2887644650074241,0.26905146119848233
0.11955206751631224,1.6980770985576723,0.3177407469101561,-0.16530538914742582,0.37419328502913873
0.4772407365554475,1.2669880813222492,0.1699142078988843,0.05671985228125635,0.4078827214184822
0.1076892482027251,1.3182939795156732,-0.032988000055102266,-0.17461386709570387,0.12613610850629944
-0.2502006246442719,0.5620408946450383,-0.9587792346815802,-0.7634204931134461,-0.9873062322032677
-0.5058719025884587,1.080299563055825,0.26411900069146294,-0.6896654031912887,0.05837786335914381
0.9164911461344902,1.4922943990392918,1.4619105022233436,0.12142737563266306,1.4221425610931724
1.5761255473735707,2.09949779128627,2.779359993897279,0.9339699537378781,2.7658440684518864
0.5450217451969663,1.9244367755920253,3.1632046681019292,0.05855739116326687,3.2270388126701115
0.04018579966932301,1.893433464973802,3.8282341308159573,0.09397486809981792,3.9476730952369987
1.3060298478795596,1.584391645692014,2.6987426244521315,1.2207947012785412,2.986380538424742
1.6693394697796677,1.721264382919848,1.5180714558494344,1.388776026612251,1.5940484154914951
0.10232058820713882,1.8411960338588484,-0.08266738510340932,-1.0922098662425688,-0.13516451289304995
-0.2833662493531651,1.982804229661364,-0.05357901385407728,-0.7258777520064843,-0.14336249574763593
0.5538814223290618,1.1296845428685107,0.13616082310815256,0.21456285292929222,0.0737151166768866
-0.8670515288955242,0.7127560733561894,0.0696335383604483,-1.7054819007247324,-0.07017647115303673
-1.0703157426464842,0.19539413485557836,-0.5602122853283377,-1.2485066233172675,-0.7086687147530039
-1.6986710052595249,0.25194236352493216,-0.5012296117175931,-1.4193856578236157,-0.6105193025173321
-0.620652468966359,0.25386010492034283,-0.4721985652658675,0.38331552481562337,-0.5675217383379538
0.3722988252740081,0.1474137121699423,-0.6611289387046217,0.9376432764926953,-0.8186275995330992
0.7956616059939383,-0.3846537102848123,-0.7590487867968245,0.6233857917942589,-0.8966833105452688
-0.7407232087261122,-0.5753026368653756,-0.6859434406822672,-0.13526084824713758,-0.8058083809233468
0.7156016655408555,-0.5062204557769778,-0.7520617795103334,1.0270591908732016,-0.8757228140330351
-1.3305073325074126,-0.7252652316122854,-0.9649941752709452,-1.4629513359901347,-1.0967320499223185
-1.0439071690645925,-0.9774368291177093,-1.0047674893305132,-0.6739793190789511,-0.9370327767132094
0.45882663218609726,-1.0615281894273598,-1.170431788740646,0.375141587609039,-0.9997236030381156
0.31569477411861246,-1.1451925972524992,-1.4191448042657904,0.46579021835750645,-1.2370855749191594
2.0114768391924462,-1.387354061152959,-1.947356279854959,1.6291290154634028,-1.6889637489269422
-0.29254866040731237,-1.5770337937492056,-2.10405605746013,-0.6378466721630576,-1.7910335171058094
0.03276250482465771,-1.5873130095029018,-2.2052555832409384,-0.21015231660832479,-1.9925172315719368
1.0586447484021901,-1.5455191530254189,-2.00021497992459,1.0372307047949125,-1.8420358602799287
2.2380293061124092,-1.6358715355566589,-1.861444970789428,1.9818900907291068,-1.7325532503728511
1.745344486153046,-1.477091357334741,-1.3507126525354216,1.1829244958217786,-1.3055359337005947
1.5560602142399285,-1.586154879593298,-1.0030838195727843,1.4965910754033813,-0.929465237342517
-0.45559692578296296,-1.467788991876744,-0.6397275752070266,-0.5336882281266475,-0.6640191919001766
1.1861025466007153,-1.6109485848186058,-0.9140153114827932,1.104627465025027,-0.7501952637131184
1.1745363814485805,-1.2832265984534514,-0.6815035622714443,1.080389039756437,-0.5837348197804506
0.4841642047958672,-0.9298733470888005,-0.24250246240685372,0.27503499127964537,-0.21419899594741013
1.3034952619156017,-0.8916038397514363,-0.4356339943666847,1.2752307552972937,-0.3410102902048396
2.854735649604314,-0.9445527272196246,-0.7995451605364078,2.7187368929457985,-0.6504900907360138
0.9802451788063502,-0.6170674439264364,-0.42008028569605577,0.5408022198292983,-0.612896050475542
1.100835678640498,-0.6526296481106578,-0.5123795985320868,0.8217781016234476,-0.6907427322842357
-0.5881622042656814,-0.7450492943111225,-1.0805588068975505,-0.6782287777919438,-1.1738717279678175
0.13616904497426482,-0.483129104981009,-0.3882836035389286,-0.21625999624893327,-0.771714969343589
1.146699320533449,-0.25256755541854486,-0.15647589847186302,1.5394309427594162,-0.6773986206102999
-0.19389237398510628,-0.3546259929118655,-0.3543389050995923,0.06666199914269001,-0.6674813992134779
-0.29259558407352504,-0.2277214608175402,-0.28369744548655146,-0.7900430755333989,-0.5946200786866706
-0.27873823269306675,-0.17577708909414222,-0.09623558004123871,-0.17124198789229161,-0.4314906248589808
-1.8434003635743939,0.21128902852447418,-0.3618507324514468,-1.8233147193680275,-0.5723544866786473
-2.046596380004425,-0.0887017126004976,-0.35467883481878737,-1.9518080413753907,-0.15915943494874837
-0.3570774471244046,-0.17669781021898368,-0.016367163617485803,0.2653668031614064,0.182462486845495
-0.046931639502603185,-0.1021590097910174,-0.23351542483839588,0.281922284451058,-0.015944100621201343
1.2076746474551492,-0.33736476231825147,0.5139562209857281,1.6852595573010163,0.9368618923450994
0.6783038647700388,0.11067236615397852,1.531080822855127,0.4968909627369229,2.0892695546036752
0.2820338809956507,0.06995673070395635,1.3885887795969614,0.8227046060446337,1.662015588094681
0.549875779728692,-0.3078658686040063,0.9270845145707509,0.1745306546258619,1.1349727434069214
-0.3485672233634556,-0.19676202592635528,1.4960387418227428,-0.12987248566287896,1.7699824431792506
-0.4982152762112803,-0.4913749368005801,1.1087107017416566,-0.5481722579014785,1.4626686724227917
0.8243598770051733,0.45876644516344145,-0.0837844458024129,0.7886714094815346,0.13007383480545548
0.4935001077221872,0.8541572509148816,0.2540292447539972,-0.3326176869574956,0.3981204415636662
-0.73144207010011,0.936946256879663,0.45999925020867205,-0.9636577344800685,0.5920138229954617
0.7401723383223502,0.830090515808493,0.024515510083746396,1.5340775132170776,0.09591066161006126
1.1291416994227237,0.31570443749493693,-0.4367499310271706,1.3933415480614533,-0.6131558682883685
-0.2721506920284468,0.7095640759087216,-0.031079234282520848,0.16405619564321694,0.0025962321266924946
-2.3055430336865146,0.721215481407489,-0.2990570470094869,-2.1088786259068577,-0.17873988202537
-1.3732972799632641,0.6062377498558239,-0.2677897596045349,-1.5759171818185609,-0.19421837202179879
-0.9826255990101351,0.5581230680947357,-0.1965451363573468,-0.5058521056002929,-0.01446521396263522
0.2889464316059263,-0.3526609120989941,-0.12343979024278949,0.2507224510990151,0.07640971565928666
-0.583602831678085,-0.7035616844046376,-0.5821159952614865,-0.507098376746649,-0.5693233386974305
-0.5091144598326494,-0.6350778241076575,-0.3098015509141119,-0.7526848256260237,-0.41811079114029154
-1.306471152149032,-0.5330785687685334,-0.09188522303081803,-1.1933389297812955,-0.25536957991623477
-0.3603293445228968,-0.826927429615147,-0.49198523425387464,-0.378795002200228,-0.6236104760712347
-0.985835819391245,-1.0226025149611961,0.5007697623552335,-0.8970230984100322,0.6566749633893364
-2.0192470906169677,-0.8723316693316572,1.0887538742989487,-1.776933600641931,1.1297207262105986
0.5721062205304239,-1.127959639197592,0.4768224386547797,0.5564901376900179,0.6646522351224999
-0.8424280799327335,-1.3071949557685674,0.2628527250801469,-0.6704958649089485,0.4600800312496004
-0.21776687672025993,-1.383596400282374,0.43047995584818316,-0.3163917939553109,0.5643598808637212
0.3590167760451942,-1.542840420732152,-0.6467141838922513,0.27866759473396996,-0.7974740138929328
-1.4068387515384626,-1.6242867259388083,-1.2010365610629261,-1.3892314459694206,-1.1530920627652104
-0.08679741568791349,-1.6745980800481066,-0.8749210676125202,-0.15547812596138993,-0.8067265820864061
0.03135733576904156,-1.348906433797258,-0.9118676450296964,-0.08076465311822406,-0.7067839560339612
-1.1872345280580447,-1.448989095841876,-0.7622515497887826,-1.29269747111226,-0.5188414989032534
0.6699741493879026,-1.405499062305722,-0.7055784862654598,0.6041495697782854,-0.39871196164846867
-0.11465223766314141,-1.1666097223615695,-0.626614275679803,-0.048587235542692585,-0.38683681787241003
0.5895296017685638,-0.772399659090121,-0.0735958069669007,0.6707754626246543,0.15111183192356697
0.05422107818212511,-0.6896199194890357,-0.0968064448805344,0.01399824821774861,0.09330258791435682
-0.3800254841383568,-0.2200120090535434,0.20309590852246728,-0.29236949472354334,0.16146574987978182
-0.29697889875504346,-0.3506307001571993,0.00963977658018646,-0.48386617024142314,-0.10386397136249263
1.0577962454702707,-0.5858624339547408,-0.45565654235748115,1.1103898375427637,-0.5034634292332429
0.47460946538912935,-0.6033912327499851,-0.8287232364309226,0.6096164478864492,-0.766245248007367
0.4854308884597468,-0.5638371431830099,-0.8498947391268409,0.22932209832346584,-0.7864184948485031
0.3853078527875664,-0.71466803280734,-1.114583974045618,0.16157673944206047,-0.8988161763831525
1.708508536746318,-0.5087009014807616,-0.7397721638237217,1.2973807613403676,-0.658607665926036
-0.757240034952943,-0.6531245377455923,-0.31957395350980383,-0.9320439653007595,-0.3125068526000601
1.386053458664338,-0.1836714680696556,0.2995029488097982,1.202685948604191,-0.2625905367625308
1.3327417638390118,0.2865990003556755,1.4533962494810928,1.2064428781063932,0.7751045603426457
-0.2509127899182217,0.3233470102377493,1.4701661189686142,-0.5805105953400225,0.7864390130175534
-0.4108541997415845,0.47030355840974847,1.0787366201475266,-0.7367074886044042,0.4875348587016341
0.08553891641773852,0.18270594760983644,0.4814962552888162,0.6608894190462495,-0.16979364205358233
0.7667825533605007,0.4355329617747604,0.3999988816548945,0.8731019744867459,0.2953120147877811
1.8740191232437986,0.21626123864231206,-0.9120471309142755,2.8530030023925486,-0.9198415308490453
0.030883713507322063,0.30108818478668836,-0.8050292654567132,-0.40445535245146313,-0.8411200077410265
-0.07428094435813733,0.08865864667055416,-0.5129097672826589,-0.5499857481321115,-0.5621567112289566
0.6812699568630585,-0.4052090147646417,0.01800036228453296,0.6573468276343404,0.03523447532188886
0.5235374740439138,-1.2668101397634215,-0.681276233313029,1.405767999280187,-0.8638615316279589
0.4948802030663769,-0.8337064162771984,-0.3521663139467435,0.5660552265156913,-0.5161018670530271
-1.9250437256464537,-0.8296729698023048,-0.5656299785661567,-2.474529234341012,-0.7439257099058092
-0.8055627340131286,-0.5428656598434686,-0.6026764610862037,-1.196243965557179,-0.7633490516784562
0.16734453433797675,-0.787502027643955,-0.7010989232947876,-0.09011222661608422,-0.8528057467504288
-1.496215514791463,-0.5109461577588337,-0.6402945340057422,-2.066608601009053,-0.748722971363454
-2.7670253456763714,-0.8294057968636149,-0.6858226919420036,-2.753779686997219,-0.7800625906805518
-1.140733656444043,-0.7437871005663929,-0.7231333697157578,-1.65785809251408,-0.816341590469603
1.1950784190194266,-0.7437326995503465,-0.8294695672266558,1.2660779430189337,-0.8937673860686677
0.9970950519016174,-0.5084972497431237,-0.26773050981101965,1.3193203548670303,-0.3825213241138933
0.08117961885070599,-0.7861252539948799,-0.07277610450472907,-0.0056266578151331036,-0.18002975989247874
-0.6442733749115825,-0.5843675139375603,0.22797483322498374,-0.5894055534669007,0.20810758019129683
-0.7707095608163168,0.14992720065003345,1.0835955286734764,-0.718071649088122,0.8863160151784618
0.46354362465457194,0.2882544974299175,1.3231720852042685,0.500514570195865,1.1608700811248214
1.7140713590177121,-0.09721221599117624,0.3914258187351578,1.4374255172133932,0.2845693611084116
-0.5843026428718591,-0.09873677214427418,0.08360735004185509,-0.6275874514640561,0.03600179216087907
-0.5078081641111,0.09232693718709933,0.24331675026666885,-0.4544816209473247,0.19125132982148568
1.7998386439805105,-0.22284702746092033,-0.8959001578334211,1.7034442168891526,-0.597490677108543
0.4934616916036182,-0.5962851782143621,-1.2652015165605637,0.28142586565464023,-0.9608674728292042
-0.7009243542623913,-0.6461644684543795,-0.6469167369340034,-0.4636315585841446,-0.4119488866464596
