cyclostationary_mean_tg_3,cyclostationary_mean_HS_24w_0,cyclostationary_mean_HS_1w_0,cyclostationary_mean_rr_4w_0,cyclostationary_mean_HS_4w_0,cyclostat_level_Como_1w,cyclostationary_mean_HS_0,cyclostationary_mean_HS_8w_0
0.723001496938004,0.9157949608186055,2.7020044115728994,1.447307133279932,2.6443527823352446,0.5426562500000001,2.8708792480914704,2.141250269073917
1.550126592436975,1.0550080730925087,2.7156598911959633,2.8417459382702996,2.598304795717275,0.6934687500000001,2.501196251363331,2.449444354543637
0.0897082374729638,1.1959784017890354,2.540322628099208,1.7728908625992141,2.617691146209708,0.7739151785714286,2.5239949196331666,2.6629966330348744
1.3034096608867336,1.3311851618856714,2.5062295215599457,1.7526300894736269,2.666534995802017,0.7260089285714286,2.4337333054817,2.753836446440854
0.5818935411649636,1.4690274000113999,2.4778144818142005,1.2939155079931022,2.6668623195783625,0.6525937500000001,2.46766225932679,2.7388452266694863
1.8290814036694236,1.6097463595503556,2.518176585777741,1.2166179693847108,2.592584856791594,0.587109375,2.5129014130142777,2.7140500680622313
1.7277321830973316,1.7723423789613904,2.741796094262114,0.2631514572422154,2.678694820573736,0.4971763392857143,2.909572980755292,2.773470582169987
0.2475720803157292,1.9215799844763282,2.8233402947256105,0.35813509889356904,2.710133881632868,0.4466857142857142,2.6744191849117085,2.8327231947850335
0.1092247834828274,2.0772480673923255,2.7557561214243473,0.6616225324940938,2.7826635528820387,0.4255375,2.7755449011127014,2.8723384312200473
1.4903645220825703,2.209272827289541,2.5970050283491846,1.2402534123283027,2.7599466651555042,0.4685392857142857,2.360757858453129,2.8102682172009
1.76495856100833,2.364583836318036,2.6081964655591667,1.0968334501758312,2.818740108519418,0.4878705357142857,2.7991119490587573,2.8462169974498077
0.5275330354781791,2.4871343129224073,2.543490267544446,1.6773444462695706,2.6750456429585534,0.38771875,2.2348977655981335,2.808275457929585
0.4485161939267634,2.597354037113763,2.1422540150816274,1.9462014391467648,2.533455996374271,0.2798984375,2.0072676611506597,2.754166241405364
-0.6063926140082394,2.7230550321542792,2.168311300641938,1.1752338335018053,2.428364463949699,0.0800948660714285,2.2861589166165124,2.729427258265735
-0.9963963070907781,2.8347535993560475,2.176684419551469,0.8199895345224594,2.3565924441982844,-0.1117723214285714,2.023160221654934,2.667697662367378
0.6266234264930411,2.908817228910899,1.7152249509876032,0.5880790626411215,2.0576655085209574,-0.1972812499999999,1.3736359826022024,2.4780208744355554
0.9802550424012629,2.9264960116973304,0.8383683693938393,-0.19688631642370247,1.6518906410517542,-0.1195267857142857,0.2899310190807246,2.1855121493856626
0.02542897916240401,2.9272190040698436,0.14231818698657803,-0.5609306087558765,1.2324394689765577,0.0351919642857142,-0.0025493708867161124,1.8442098446213107
0.5707146577353283,2.883375134200745,-0.009985932161761977,-0.6936413499197304,0.7528331468355068,0.10303125,-0.011270094509428586,1.5535837284904483
0.5190466302877339,2.7885563082078613,-0.016663621504963012,-0.9696221177561882,0.3266238529996873,0.1988828125,-0.015823044687120563,1.2096170169447722
-0.3599653289235626,2.644055548876337,-0.014972688479253394,-0.3280968313345459,0.038106926003320614,0.3261328125,-0.007929054754243044,0.9372390993973994
-0.5741543295221002,2.4925621380944416,-0.01302514953161542,0.2064209049734155,-0.024876750959165313,0.5106875,-0.01196635055832397,0.6919235178912199
0.14735315785087766,2.357673889963037,-0.015967338243700422,0.43742210307048346,-0.02715093006264117,0.5375624999999999,-0.013753788755126112,0.41229594601162184
0.33193563413128785,2.2363402892723134,-0.016797775663108576,0.5492422794399745,-0.027629710544596068,0.4233928571428571,-0.013609655769773821,0.16400673099123297
0.22389586769063927,2.1001019067620503,-0.01703585202575861,0.8562029111776033,-0.027299088144718143,0.3421428571428571,-0.014226510971397741,-0.004840044979071368
-0.941011081607927,1.940548840891139,-0.016588335909424625,0.8740462407922588,-0.02829390789430118,0.351,-0.012724162951255783,-0.041588382589442544
0.6073249147351938,1.801278603257282,-0.01655442287450561,0.6776529149096056,-0.02875023765829218,0.4034609375,-0.014158125019099434,-0.042923904685078305
0.9611770058383037,1.660289334656081,-0.017182572686340634,0.5373592666972984,-0.028793939961820263,0.3989787946428571,-0.013967376905189496,-0.04323923129151626
0.20328663002287148,1.5246164924695969,-0.016773854349647656,0.6653919568145044,-0.02873990745871718,0.4746428571428571,-0.013349348063147656,-0.042944101367712505
0.9111947957079825,1.3865608860443337,-0.016378633600400424,0.4458096181527313,-0.02852457197423378,0.4391875,-0.013184620252818665,-0.04357590992160849
0.320666067900773,1.245729424772841,-0.01759639520067748,0.43341805343789586,-0.029158399812138386,0.3031160714285714,-0.015756497160980983,-0.04403693049807561
-0.42729368941540186,1.0832295259481257,-0.017071691459226178,0.4174115298583935,-0.02874110734380404,0.3338348214285714,-0.012144785811407812,-0.04384420239399598
-1.0212112935408737,0.933862152224416,-0.016847856678161934,0.30857972114453874,-0.02902336185772176,0.34715625,-0.01531471649279133,-0.04405205671890823
-0.8566422603396286,0.778146774564064,-0.017804499894487187,0.6615886449314717,-0.029168214912612962,0.276078125,-0.01403799089495956,-0.044032656680544825
-0.03981283715581614,0.6457299080800318,-0.02175301960369963,0.45264047535785873,-0.0312386252540413,0.1943191964285714,-0.02312832439949317,-0.04529187838909617
1.4309640560496584,0.4900570372561055,-0.024917622680203227,-0.013135578677235426,-0.03218302160073989,0.1593348214285714,-0.020300566903422943,-0.04603564762118896
1.1234760304402338,0.36728894039372983,-0.022135040070146054,-0.18747844579992853,-0.03332090506072284,0.17709375,-0.017624220146212382,-0.04647740638696845
1.2454260094370413,0.2557149795102968,-0.030218491810181578,0.4094265472865438,-0.03771576336474426,0.1301875,-0.03625923432846377,-0.04928915712127046
0.24808747372157702,0.12302828828286565,-0.09316113494219479,-0.5618024174363273,-0.06450852450407847,0.0525,-0.14200433946503208,-0.06504392468712218
-0.46521973550021195,-0.0019164100621537259,-0.2023728553770992,-0.4741804524564575,-0.11242827464470904,-0.1232499999999999,-0.25212826807576155,-0.09390881831258546
-0.2768966562176129,-0.10391341704191155,-0.37751001981339183,-0.914339362266966,-0.21041401566012202,-0.3997890625,-0.48807174695532746,-0.15215611678900468
-0.842204102244104,-0.1294323715628272,-0.3407641864535464,-0.8953128619156737,-0.24423800181369337,-0.3887890625,-0.17956497039587707,-0.17214238898304357
-0.46935837582356305,-0.167996565073221,-0.4463485858693765,-2.0576986548230467,-0.3827837781688488,-0.438875,-0.6964348983273573,-0.2559807947179383
-1.368660378149199,-0.2255458954699774,-0.8828885408287425,-1.6301335615704295,-0.571780953053097,-0.646125,-1.0414952551157677,-0.38130978479319405
-1.7550455328629055,-0.2906061959297224,-1.1280958845301627,-1.7131226582962689,-0.7669430150840238,-0.6926517857142857,-1.180619720353841,-0.5240606389838428
-0.8946940716969614,-0.3452807060756968,-1.100995170844144,-1.4496623744874626,-0.8721377316477936,-0.6232142857142857,-0.9880433045780653,-0.6433868104521782
-1.2251903917417797,-0.41613629988217704,-1.147947096025011,-1.5561354384307577,-1.1023007832786813,-0.47340625,-1.2729741800384502,-0.7959517891175307
-0.5952090217105649,-0.48381231928263035,-1.2759556760911575,-1.0369302436135635,-1.2160164103344344,-0.4007723214285714,-1.241685392621094,-0.9303098776530145
-0.5472222100937555,-0.5357889776548195,-1.1176532794714236,-0.8995090294509293,-1.1983121582628449,-0.2871707589285714,-0.9616162105996733,-1.016761621487818
0.9511197780295035,-0.5846285273975335,-0.9567053117445744,-0.7500666888431848,-1.1426854916089344,-0.2711171875,-0.9248518025830557,-1.068564880476497
0.7463300293474627,-0.6243601133146602,-0.8576030317935354,-0.06580868657125767,-1.0940875966331025,-0.30146875,-0.7672336897914279,-1.1384357516403598
1.3796833426532056,-0.6540905524395711,-0.6927692079875051,0.45141792881804105,-0.9496222956379314,-0.294453125,-0.60018915640037,-1.1234292008806999
0.7044026319466261,-0.6613462952069122,-0.4072991651697988,0.506027300589951,-0.7295281130403107,-0.251896875,-0.2042520039152546,-1.0167666935382529
0.4734740737753569,-0.6964128269762542,-0.44419218815465633,0.7888104752709447,-0.6679896581720601,-0.19915,-0.6717807780229998,-0.9523176372145413
1.0810425630702687,-0.7354448312178636,-0.7140781505752397,0.911553736161288,-0.6288744540795471,-0.1327107142857143,-0.73538439827269,-0.9198289729445516
1.0300241400481687,-0.7600649423665844,-0.5988770853716646,0.2788559447976334,-0.5635295629519819,-0.1233872767857142,-0.44205624559580364,-0.8179382117284629
0.14633946835250022,-0.8244003164016476,-0.8103771589140498,-0.06255607056042091,-0.6826583798256715,-0.2222578124999999,-1.1513370443770377,-0.8084925998993117
0.4977295328908821,-0.9010852309769539,-1.285608857682813,-0.18723149386398633,-0.9332072615494115,-0.27165625,-1.3810143473844416,-0.8615045015501147
-1.250408120971417,-0.9612699944932662,-1.26141489974281,-0.011624980560353293,-1.0250379410278057,-0.2682265625,-1.1048188290208005,-0.8850741059072301
-0.7099966965652219,-1.0024542175110946,-0.9513743913905165,-0.13873449131917154,-1.0329418207461578,-0.3172578124999999,-0.7695076163207311,-0.88739793607118
0.20333497132657588,-1.0373145844436948,-0.7254414522092564,-0.4872090096668703,-1.077042398147619,-0.43884375,-0.6586481186138297,-0.8970151105799145
-0.8050428524804463,-1.0547467757918545,-0.506941664498629,1.202443424673186,-0.905262823559858,-0.2426517857142857,-0.33786764071692776,-0.916630856036346
-0.2914176642789376,-1.057955123728955,-0.2215467460773469,1.7627565084046792,-0.634705473467846,-0.0053627232142857,-0.09430992876147277,-0.8474013427738329
0.7031906990892479,-1.0534927954016202,-0.082308309490052,1.3821827284646273,-0.41642291110725516,-0.1009296875,-0.06257320131093949,-0.7659912487943095
-0.06373517678155888,-1.0408036385177548,-0.04564899272105828,1.947891342276116,-0.2599118787160617,-0.05321875,-0.021894566061568334,-0.7135265671549684
0.06376907388595844,-1.0147442678190786,-0.02244764233832849,2.9321256992676523,-0.12581013720191733,0.0457578124999999,-0.016664097749777083,-0.5732726782488485
0.07181298557759551,-1.005775293571369,-0.018896540035740043,1.1443104102812032,-0.05836493217227758,0.0074453124999999,-0.014857085917528616,-0.40483356528486275
1.950537788797128,-0.9677526191876824,-0.017428738501653555,0.7275384566734596,-0.041485364605791476,0.0294375,-0.013753788755126112,-0.2714061315667287
-0.4559488631514137,-0.910320815628707,-0.016797775663108576,0.880568711016492,-0.031299197852460256,0.0930803571428571,-0.013609655769773821,-0.17901730371996408
-0.09591627252770202,-0.8451924551366528,-0.01717367512814624,0.44092989423246565,-0.029768662525676583,0.1146428571428571,-0.014498489587351036,-0.10062142619707057
-0.9318241702737627,-0.7908506231439603,-0.01748484759314988,0.7775608769295309,-0.029265549460667718,0.0675,-0.014226510971397741,-0.061260214802278404
-0.28658272502207804,-0.7200909925452537,-0.017110504608270422,0.7173277454329532,-0.029035575978624883,0.0356875,-0.0137573955809293,-0.051395419120618915
-0.35122404382688605,-0.6524359251534196,-0.017076591573351403,0.9679725581545447,-0.029119421582282024,-0.0096640625,-0.014158125019099434,-0.04554989548890381
-1.33441752243976,-0.6004357553161824,-0.01677545311468215,1.82422733794484,-0.029026446435297993,-0.0494140625,-0.013161048285376243,-0.044506160032972995
-0.06341015804056531,-0.5515338897600711,-0.016204744431145,1.5486404258186783,-0.028721507012200363,-0.0020625,-0.013028301540376094,-0.04407423960861719
-0.44370948500162477,-0.5119681684658884,-0.017517533000970965,0.7639025052033672,-0.029043716367407355,-0.0412589285714285,-0.015756497160980983,-0.0441848134615331
0.03955601482398122,-0.482210745653662,-0.01783274547129945,1.290471693838453,-0.029021923469895565,-0.0740401785714285,-0.01365277174285543,-0.04417198794667576
-0.053267351933894334,-0.4749390383789117,-0.01677305233372036,1.0617015316231047,-0.02891856269621843,0.052875,-0.013662313828539137,-0.04417834489442355
0.3208214469637627,-0.44002341976014153,-0.018039783012777002,-0.3194918431892882,-0.029542467079654546,0.08840625,-0.016158883895383943,-0.04437987854810447
-1.2475808687620211,-0.40094041777830147,-0.01729852579062747,0.22586397441206235,-0.029369409561489444,0.002640625,-0.012194130137145907,-0.04413684172112199
-0.6134430969960474,-0.3762749388002173,-0.01673161655014011,-0.11757684686215109,-0.029215041108771687,-0.124515625,-0.015040066867171516,-0.04428910012509141
0.38695423909235294,-0.312182192968948,-0.01902357134959647,-0.1770768745223883,-0.029855572867325975,-0.22009375,-0.016731161610477902,-0.04459971284687176
0.7978849275095192,-0.2365468898960752,-0.02866567026741648,0.18066177070842787,-0.03414390709881686,-0.203875,-0.03407690807815199,-0.04717274714134251
0.2984881989847669,-0.17743886122476105,-0.03741198766146148,0.053822534654192775,-0.03787125474640197,-0.0849765625,-0.034029454013097975,-0.04972036764036351
-0.34214346151605535,-0.14248921592837632,-0.08874349069406975,-0.6855226850652422,-0.06370728575778824,-0.1294765625,-0.13551202592290862,-0.06438918829883099
-0.22810930574797003,-0.12041501593211668,-0.19786072334154897,0.8033607623673049,-0.11291661069459669,-0.231375,-0.24953875816599674,-0.09336240329822076
1.600723502577769,-0.11364998294768346,-0.2308094155068726,2.385942404077752,-0.15178991284915574,0.4695859375,-0.2001613307128731,-0.1167024354806869
2.349484400408762,-0.11900480321338384,-0.1924329906470075,4.382639300447905,-0.18168161407505792,1.5135859375,-0.17294509774111103,-0.1368323661005799
1.412361344037989,-0.12572785512116813,-0.17251615988411922,4.827605446468357,-0.2091382178335516,1.4960625,-0.1602230428081875,-0.15609545593558605
0.08891092432727737,-0.14162128770056545,-0.23028516941328303,5.204753916695914,-0.2418601805457308,0.7267232142857143,-0.2868890679570793,-0.1905423774161968
1.7034694097534138,-0.1594985672855284,-0.3122756104642633,3.9341674330733083,-0.2579273687974049,0.3838169642857142,-0.3223915416272859,-0.22897560230454758
2.1585600683749595,-0.18729868278240375,-0.4207142544259693,2.431024743727488,-0.3215194915618806,0.45859375,-0.5013207871231707,-0.28724784439463447
0.17857997469792888,-0.23595696560541274,-0.6930027792627591,0.0022698044385812363,-0.4664155591416788,0.46846875,-0.8595074373077971,-0.3905004395209829
-0.24031102153706305,-0.29415605231627817,-0.9654683515431132,-0.08412982605525758,-0.6510589029100446,0.3682901785714285,-1.0391570263282612,-0.5028687350430399
0.0547300351033277,-0.33937131227752354,-0.937527672170239,0.03378132922484089,-0.7601089347351301,0.2341339285714285,-0.8046001629745839,-0.5725796277844478
-0.45549132687676064,-0.390806222260665,-0.8724647129903395,-0.02447605888043114,-0.8842862186852319,0.1547812499999999,-0.9102330511995579,-0.6612168879742806
-0.742413953106783,-0.4337682674258326,-0.8507788210444562,-0.5586123787305304,-0.9395123425309181,0.152109375,-0.7617574066494807,-0.7342427592968876
-1.1389450108251558,-0.4373117872303992,-0.418993158584342,-0.5628375966475052,-0.7708590947702262,0.1187388392857142,-0.05773162457151609,-0.7219178247083259
-0.9287656396289741,-0.4403180687795782,-0.056880337704891266,-0.5943912284894194,-0.5626071794868229,0.1219982142857143,-0.046618470858716766,-0.6927081749713943
0.49770315160850864,-0.435913561318603,0.02351542767403903,-0.8541604121288681,-0.37298004627443365,0.0780375,0.10186029179340565,-0.6419114250605146
1.015243963516144,-0.44969645343604486,-0.05730854541506907,-0.9441355840768655,-0.22631320461761367,-0.0542732142857142,-0.20437074176237927,-0.6080819866649464
-0.9886140740393479,-0.4246843896967389,0.14073824394410467,-0.9337060209056863,0.03561630461645454,-0.1486919642857143,0.49410533471410967,-0.44338931239341933
0.2650601403064907,-0.38109777219516966,0.665231028690959,-1.024900915412843,0.22044798659235304,-0.1860312499999999,0.8316557675825738,-0.21569157706714978
-1.6316167251282037,-0.37129897901317493,0.5132814608415514,-0.9755076872054016,0.270433763122746,-0.1685390625,0.1924780813201075,-0.09325185107647879
-1.012710169864198,-0.3373610551067669,0.4066933518877778,-0.8345173665454645,0.3800222257474237,-0.2445926339285714,0.6190448040414871,0.09547578813282664
0.4553229257613214,-0.34588385842468006,0.2355117950672722,-0.9495064432949734,0.3944084467075516,-0.3464598214285714,-0.14615157679008536,0.17167046927865934
0.6363755037597087,-0.3595351752187223,-0.20544979314409048,-0.901368334138397,0.24033706217481446,-0.38103125,-0.2525361835355358,0.14872087793307445
2.159892084488837,-0.3699544712812829,-0.2429425159044339,-1.0749960304308361,0.022377241171954665,-0.3070267857142857,-0.22115242593586087,0.12863435047398622
0.06382261934836575,-0.3683564306206228,-0.11640305757140405,-1.1413860676975565,-0.017337235346979753,-0.2066830357142857,-0.002868181050466653,0.11786201660664428
-0.06136413064845992,-0.36082316664529707,-0.0035927583587566964,-1.1158368340375227,-0.1460754949343679,-0.2782187499999999,0.001738881855010575,0.14663821847634279
1.3382862942598044,-0.34734803378780305,-0.005722859182988692,-0.8217327712854714,-0.1160489433621293,-0.3570546874999999,-0.007138812824510224,0.08843760766537148
2.215890436568305,-0.3365310860912474,-0.01406754186660587,-1.0729397747019,-0.06581493390703497,-0.2994921875,-0.014806525916442518,-0.01210488243649298
1.8315033381582446,-0.32678527293975673,-0.01802169762849744,-0.815446204597113,-0.022538828134255163,-0.1899375,-0.014978607973087652,-0.03602186073612087
1.2631437297812793,-0.31745007541581594,-0.017490081121462008,-0.7370002941619092,-0.024734286269498782,-0.1614999999999999,-0.013753788755126112,-0.11278382724280729
-0.3966284155697508,-0.3011159220802187,-0.016725639336695377,-0.2558662917368362,-0.027867369916363623,-0.2169196428571428,-0.013466811485432365,-0.09549708174694001
0.9665761639673929,-0.283112434158649,-0.016963715699345593,-0.7506296101530129,-0.02932534606447473,-0.3587946428571428,-0.014226510971397741,-0.06585237198189317
1.11564148322765,-0.25525202097181504,-0.017110504608270422,-0.38438221002168194,-0.029107192595137443,-0.5355624999999999,-0.0137573955809293,-0.040376314375157873
0.6593857972188301,-0.2066146901574252,-0.017076591573351403,0.08648338381987998,-0.028935664838133014,-0.5018515625,-0.014158125019099434,-0.041656892808563904
1.473469486615609,-0.1484343924519266,-0.017182572686340634,-0.19369276674598257,-0.028979367141661296,-0.3353962053571429,-0.013967376905189496,-0.04351390183257104
2.6190860280325845,-0.10315809709651266,-0.016773854349647656,-0.9940578904546962,-0.028954978794795503,-0.3516071428571428,-0.013349348063147656,-0.04424394214293269
1.2489209541618187,-0.05166896377936407,-0.016378633600400424,-0.531299182356428,-0.028739643310312292,-0.4070625,-0.013184620252818665,-0.04404859801748388
1.3454470993854555,-0.008817345034895634,-0.01759639520067748,-0.28891454544139533,-0.029158399812138386,-0.3743839285714285,-0.015756497160980983,-0.044144643586816724
-0.2993457979555733,-0.005241371988121334,-0.01777927640935777,-0.9199868564530235,-0.029031132942972823,-0.2321026785714285,-0.013546769013716169,-0.04411923528053295
0.20894189886307443,-0.0023958074582583317,-0.017981467611621314,-0.6708846575915407,-0.029487892624620038,-0.16846875,-0.016158883895383943,-0.04444485997973409
0.9407544668183601,-0.006974340466453478,-0.019374757408130727,-0.4581405997058558,-0.030102099629664366,-0.2042343749999999,-0.01630459310912408,-0.04469657304788683
-0.20649651507308778,0.0063333811306207155,-0.0237045365177857,-0.6922665311973474,-0.03250289593825657,-0.1925558035714285,-0.024728387492898938,-0.046021099626128145
0.10150272633872957,-0.018771591203805248,-0.02319363559058497,-0.3924200265721866,-0.03240736644769788,-0.1747276785714285,-0.015288200637525815,-0.04616279739992627
0.040594936463250526,-0.06246020503666822,-0.018560470256116568,-0.26383777487761806,-0.03282684697432365,-0.1613437499999999,-0.015558025635042435,-0.0463567422145148
-1.6100315881982348,-0.07051314731944405,-0.004520760499581798,0.07531148660031174,-0.026710968751551885,-0.27325,0.012293825161765155,-0.04303172226574574
-1.6850412483599186,-0.09957271816671533,0.037219416953660496,0.7018998275108173,-0.008907761399425689,-0.2934375,0.06644841976231373,-0.0327300183413075
-0.2653939828405086,-0.0753961520041222,0.16765116977484976,1.0077663284339122,0.052779141139827145,-0.1651249999999999,0.27028043550444775,0.00217875866771897
-0.02928179253052956,-0.034450015074573646,0.37366205395545066,0.3957642785770608,0.1553868188024116,-0.2572890625,0.4738624552417526,0.062014209870427536
1.6662909109584214,0.015254222184306785,0.5841243496122914,0.7224395861393422,0.3019465597128382,-0.2416015625,0.6865783208459072,0.1474321778176495
1.7134582636153939,0.049561972500088834,0.6665772822141144,0.602210409091578,0.4317929668518076,-0.1504375,0.6380082243120359,0.2262864762434282
0.6365055964577829,0.07713061043445683,0.5879065194185216,-0.03405295141211637,0.5272861240052501,-0.2098749999999999,0.532221459544024,0.292587727062149
